Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class,Amount
584,1,21.17,0.875,1,8,8,0.25,0,0,0,0,2,280,205,0,5926.601628
586,1,43.25,25.21,2,11,8,0.21,1,1,1,0,2,760,91,0,7560.821447
589,1,29.83,2.04,1,14,8,0.04,0,0,0,0,2,128,2,0,3150.54244
590,1,37.33,2.665,2,13,4,0.165,0,0,0,1,2,0,502,0,3561.327771
592,1,36.08,2.54,2,1,1,0,0,0,0,0,2,0,1001,0,3583.126075
594,1,47.17,5.835,2,9,4,5.5,0,0,0,0,2,465,151,0,6936.940592
595,1,22,7.835,1,3,5,0.165,0,0,0,1,2,184,1,0,9927.667973
598,1,24.08,0.875,2,7,4,0.085,0,1,4,0,2,254,1951,0,2691.603751
600,0,20.75,9.54,2,3,4,0.04,0,0,0,0,2,200,1001,0,2094.865166
605,0,52.17,0,1,1,1,0,0,0,0,0,2,0,1,0,4483.397152
606,1,39.17,2.5,1,3,8,10,0,0,0,1,1,200,1,0,1561.509228
608,0,27.67,2.04,2,9,4,0.25,0,0,0,1,2,180,51,0,7376.621158
611,1,36.42,0.75,1,2,4,0.585,0,0,0,0,2,240,4,0,8412.770728
613,1,39.42,1.71,1,7,4,0.165,0,0,0,0,1,400,1,0,8840.592742
616,0,20.08,1.25,2,8,4,0,0,0,0,0,2,0,1,0,3258.868567
617,0,27.58,3,2,7,4,2.79,0,1,1,1,2,280,11,0,375.8194951
618,1,21.58,0.79,1,13,4,0.665,0,0,0,0,2,160,1,0,8010.730041
620,1,26.92,2.25,2,3,5,0.5,0,0,0,1,2,640,4001,0,2435.628089
623,1,23.58,1.79,2,8,4,0.54,0,0,0,1,2,136,2,0,8844.965667
625,1,25.67,2.21,1,6,4,4,1,0,0,0,2,188,1,0,641.1988274
626,0,28.58,1.665,2,11,4,2.415,1,0,0,1,2,440,1,0,1322.555381
627,1,22.92,3.165,1,8,4,0.165,0,0,0,0,2,160,1059,0,8412.458563
628,0,24.5,1.04,1,1,1,0.5,1,1,3,0,2,180,148,0,6602.430472
629,1,24.75,0.54,2,7,4,1,0,0,0,1,2,120,2,0,2037.723449
631,1,48.08,3.75,2,3,5,1,0,0,0,0,2,100,3,0,1240.872898
633,1,25.42,0.54,2,9,4,0.165,0,1,1,0,2,272,445,0,191.2653691
634,1,18.58,10.29,2,1,1,0.415,0,0,0,0,2,80,1,0,6129.368824
635,1,21.67,1.165,1,4,4,2.5,1,1,1,0,2,180,21,0,4731.955014
636,1,24.58,1.25,2,8,4,0.25,0,0,0,0,2,110,1,0,3228.582077
637,1,16.33,4.085,2,3,8,0.415,0,0,0,1,2,120,1,0,1590.543957
638,1,26.75,2,2,2,4,0.75,0,0,0,1,2,80,1,0,9479.840122
640,1,23.5,2.75,2,1,1,4.5,0,0,0,0,2,160,26,0,6987.758246
643,1,23.75,12,2,8,4,2.085,0,0,0,0,1,80,1,0,7060.525615
644,1,18.67,5,2,11,4,0.375,1,1,2,0,2,0,39,0,3139.911847
645,1,30.33,0.5,2,2,8,0.085,0,0,0,1,1,252,1,0,3604.560073
646,0,19.75,0.75,2,8,4,0.795,1,1,5,1,2,140,6,0,627.926705
647,1,26.17,0.835,2,13,4,1.165,0,0,0,0,2,100,1,0,8918.917263
648,1,28.75,1.5,1,8,4,1.5,1,0,0,1,2,0,226,0,8693.976584
651,1,23.5,3.165,1,4,4,0.415,0,1,1,1,2,280,81,0,5109.442025
652,1,26.33,13,2,10,2,0,0,0,0,1,2,140,1111,0,5861.722904
654,1,31.57,0.375,2,2,4,0.875,1,0,0,1,1,928,1,0,555.9427483
655,0,25.25,12.5,2,2,4,1,0,0,0,1,2,180,1063,0,7373.24561
657,1,39.5,1.625,2,8,4,1.5,0,0,0,0,2,0,317,0,6343.753442
658,0,17.67,0,1,5,1,0,0,0,0,0,2,86,1,0,9660.3304
661,0,22.5,0.415,2,3,4,0.335,0,0,0,1,1,144,1,0,9000.293678
664,1,20,0,2,2,4,0.5,0,0,0,0,2,144,1,0,6922.753447
665,1,31.57,4,1,3,4,0.085,0,0,0,1,2,411,1,0,5159.387597
666,1,26.75,4.5,1,8,5,2.5,0,0,0,0,2,200,1211,0,1434.219221
667,0,24.92,1.25,2,1,1,0,1,0,0,0,2,80,1,0,2901.635267
668,0,32.25,1.5,2,8,4,0.25,0,0,0,1,2,372,123,0,3045.19372
669,1,17.67,4.46,2,8,4,0.25,0,0,0,0,1,80,1,0,7500.151543
672,0,17.92,10.21,2,1,1,0,0,0,0,0,2,0,51,0,5115.861726
675,1,26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,0,2302.540939
676,0,22.75,6.165,2,6,4,0.165,0,0,0,0,2,220,1001,0,717.4214463
677,1,23,0.75,2,7,4,0.5,1,0,0,1,1,320,1,0,7550.671731
678,1,25.67,0.29,1,8,4,1.5,0,0,0,1,2,160,1,0,5533.648989
680,1,21.17,0,2,8,4,0.5,0,0,0,1,1,0,1,0,1166.508398
681,1,35.25,16.5,1,8,4,4,1,0,0,0,2,80,1,0,1646.668818
683,0,48.17,1.335,2,3,7,0.335,0,0,0,0,2,0,121,0,5671.82708
686,1,20.67,0.415,2,8,4,0.125,0,0,0,0,2,0,45,0,9204.401264
3,0,21.67,11.5,1,5,3,0,1,1,11,1,2,0,1,1,7622.151621
4,1,20.17,8.17,2,6,4,1.96,1,1,14,0,2,60,159,1,5806.740757
5,0,15.83,0.585,2,8,8,1.5,1,1,2,0,2,100,1,1,2042.576207
7,0,58.67,4.46,2,11,8,3.04,1,1,6,0,2,43,561,1,275.6150858
10,1,33.5,1.75,2,14,8,4.5,1,1,4,1,2,253,858,1,4057.685733
11,1,41.42,5,2,11,8,5,1,1,6,1,2,470,1,1,8946.874416
13,1,34.92,5,2,14,8,7.5,1,1,6,1,2,0,1001,1,8172.346429
15,1,48.08,6.04,2,4,4,0.04,0,0,0,0,2,0,2691,1,7998.429039
16,1,29.58,4.5,2,9,4,7.5,1,1,2,1,2,330,1,1,4440.09296
17,0,18.92,9,2,6,4,0.75,1,1,2,0,2,88,592,1,3529.603794
19,0,22.42,5.665,2,11,4,2.585,1,1,7,0,2,129,3258,1,7259.301361
25,1,32.75,1.5,2,13,8,5.5,1,1,3,1,2,0,1,1,8356.148703
27,1,33.17,3.04,1,8,8,2.04,1,1,1,1,2,180,18028,1,2597.2792
28,0,30.67,12,2,8,4,2,1,1,1,0,2,220,20,1,7333.046883
29,1,23.08,2.5,2,8,4,1.085,1,1,11,1,2,60,2185,1,382.216817
30,1,27,0.75,2,8,8,4.25,1,1,3,1,2,312,151,1,7015.618395
33,1,23.08,11.5,2,9,8,2.125,1,1,11,1,2,290,285,1,1080.081584
36,1,25,12.5,2,6,4,3,1,0,0,1,1,20,1,1,8546.114913
37,1,39.58,13.915,2,9,4,8.625,1,1,6,1,2,70,1,1,4869.181274
38,0,47.75,8,2,8,4,7.875,1,1,6,1,2,0,1261,1,582.911796
39,0,47.42,3,2,14,4,13.875,1,1,2,1,2,519,1705,1,6888.735188
40,1,23.17,0,2,13,4,0.085,1,0,0,0,2,0,1,1,5717.539953
42,1,26.75,1.125,2,14,8,1.25,1,0,0,0,2,0,5299,1,6663.571868
45,0,20.75,10.25,2,11,4,0.71,1,1,2,1,2,49,1,1,1271.974691
47,1,16.17,0.04,2,8,4,0.04,0,0,0,0,2,0,1,1,6267.970315
49,0,52.83,15,2,8,4,5.5,1,1,14,0,2,0,2201,1,1223.377317
55,1,27.83,1.5,2,9,4,2,1,1,11,1,2,434,36,1,7183.754428
56,1,40,6.5,2,6,5,3.5,1,1,1,0,2,0,501,1,1845.596661
58,1,42.5,4.915,1,9,4,3.165,1,0,0,1,2,52,1443,1,8977.422094
59,1,56.75,12.25,2,7,4,1.25,1,1,4,1,2,200,1,1,1305.410938
62,1,18.5,2,2,3,4,1.5,1,1,2,0,2,120,301,1,7076.099986
64,0,24.5,0.5,2,11,8,1.5,1,0,0,0,2,280,825,1,8858.942865
65,1,42,9.79,2,14,8,7.96,1,1,8,0,2,0,1,1,7425.459931
69,1,27.25,1.585,2,13,8,1.835,1,1,12,1,2,583,714,1,8241.206197
73,1,28.25,5.04,1,8,5,1.5,1,1,8,1,2,144,8,1,4809.738876
74,1,40.25,21.5,2,10,9,20,1,1,11,0,2,0,1201,1,5677.086349
79,0,32.17,1.46,2,9,4,1.085,1,1,16,0,2,120,2080,1,247.1888271
80,1,25.17,3.5,2,13,4,0.625,1,1,7,0,2,0,7060,1,3140.921805
85,1,37.58,0,2,8,4,0,0,0,0,0,3,184,1,1,1865.366364
87,0,47,13,2,3,5,5.165,1,1,9,1,2,0,1,1,4293.378041
88,1,34.17,5.25,2,9,4,0.085,0,0,0,1,2,290,7,1,2822.03513
93,1,36.25,5,2,8,5,2.5,1,1,6,0,2,0,368,1,1624.705717
95,1,21.25,1.5,2,9,4,1.5,0,0,0,0,2,150,9,1,8083.058254
99,0,20.42,0.835,2,11,4,1.585,1,1,1,0,2,0,1,1,7733.594632
101,1,38.67,0.21,2,4,4,0.085,1,0,0,1,2,280,1,1,7902.602809
102,1,27.67,13.75,2,9,4,5.75,1,0,0,1,2,487,501,1,6187.708854
103,1,27.75,0.585,1,13,4,0.25,1,1,2,0,2,260,501,1,1917.965022
105,0,25,0.875,2,14,8,1.04,1,0,0,1,2,160,5861,1,7939.532499
106,1,27.67,2,2,14,8,1,1,1,4,0,2,140,7545,1,7706.355006
108,0,49.83,13.585,2,4,8,8.5,1,0,0,1,2,0,1,1,997.5577134
113,0,35.75,0.915,2,6,4,0.75,1,1,4,0,2,0,1584,1,5804.613649
115,1,34.08,0.08,1,7,5,0.04,1,1,1,1,2,280,2001,1,8884.136603
116,0,20.75,10.335,2,13,8,0.335,1,1,1,1,2,80,51,1,2991.852051
117,1,33.17,1,2,14,4,0.75,1,1,7,1,2,340,4072,1,4253.9381
118,1,22.75,11,2,11,4,2.5,1,1,7,1,2,100,810,1,6623.21921
119,1,48.75,8.5,2,8,8,12.5,1,1,9,0,2,181,1656,1,8946.546777
120,1,40.58,5,2,8,4,5,1,1,7,0,2,0,3066,1,464.5124938
123,0,57.08,19.5,2,8,4,5.5,1,1,7,0,2,0,3001,1,2644.115061
124,0,31.25,3.75,2,13,8,0.625,1,1,9,1,2,181,1,1,6908.177101
126,0,58.33,10,2,11,4,4,1,1,14,0,2,0,1603,1,8128.076222
128,0,46,4,2,5,3,0,1,0,0,0,2,100,961,1,1036.449562
129,1,21,3,1,2,4,1.085,1,1,8,1,2,160,2,1,9996.529174
130,0,24.75,12.5,2,6,4,1.5,1,1,12,1,2,120,568,1,4464.521177
137,1,39.25,9.5,2,7,4,6.5,1,1,14,0,2,240,4608,1,370.5979701
138,1,25.75,0.5,2,8,4,1.46,1,1,5,1,2,312,1,1,8656.248745
139,0,46.08,3,2,8,4,2.375,1,1,8,1,2,396,4160,1,1262.064574
143,1,64.08,20,2,14,8,17.5,1,1,9,1,2,0,1001,1,4158.297038
145,0,68.67,15,2,10,9,0,1,1,14,0,2,0,3377,1,4232.212786
146,1,76.75,22.29,2,10,9,12.75,1,1,1,1,2,0,110,1,577.4069206
149,0,47.42,8,2,10,5,6.5,1,1,6,0,2,375,51101,1,9172.002808
150,1,23.17,0,2,8,4,0,0,0,0,0,3,184,1,1,359.3866625
154,1,52.5,6.5,2,4,4,6.29,1,1,15,0,2,0,11203,1,9521.236212
155,1,19.17,0,1,7,5,0,0,0,0,1,1,500,2,1,7138.852204
156,1,18,0.165,2,11,7,0.21,0,0,0,0,2,200,41,1,7983.851128
158,1,22.67,1.585,1,9,4,3.085,1,1,6,0,2,80,1,1,8874.582464
162,1,43.08,0.375,1,8,4,0.375,1,1,8,1,2,300,163,1,2222.266468
163,1,34.5,4.04,1,3,5,8.5,1,1,7,1,2,195,1,1,9690.801033
167,0,22.5,8.46,1,14,4,2.46,0,0,0,0,2,164,1,1,6274.220341
171,0,18.92,9.25,1,8,4,1,1,1,4,1,2,80,501,1,8845.552289
174,0,23.5,9,2,11,4,8.5,1,1,5,1,2,120,1,1,116.4278771
178,1,41.17,4.04,2,13,8,7,1,1,8,0,2,320,1,1,4918.503885
179,1,42.17,5.04,2,11,8,12.75,1,0,0,1,2,92,1,1,5491.615564
182,1,25.67,12.5,2,13,4,1.21,1,1,67,1,2,140,259,1,9223.290871
183,1,24.33,6.625,1,2,4,5.5,1,0,0,1,1,100,1,1,4358.929791
184,1,23.33,11.625,1,9,4,0.835,1,0,0,1,2,160,301,1,8609.576986
191,1,29.25,14.79,2,6,4,5.04,1,1,5,1,2,168,1,1,3443.394378
195,1,25,11.25,2,8,4,2.5,1,1,17,0,2,200,1209,1,338.9960731
196,0,18.75,7.5,2,11,4,2.71,1,1,5,0,2,184,26727,1,2362.482156
200,0,20.33,10,2,8,8,1,1,1,4,0,2,50,1466,1,8669.165798
202,1,33.17,1.04,2,12,8,6.5,1,0,0,1,2,164,31286,1,4529.146774
204,0,24.75,3,2,11,8,1.835,1,1,19,0,2,0,501,1,5169.63054
205,1,30.83,0,2,9,4,1.25,1,1,1,0,2,202,1,1,3920.753496
210,0,29.5,0.46,2,4,4,0.54,1,1,4,0,2,380,501,1,1654.057665
211,1,54.42,0.5,1,4,8,3.96,1,0,0,0,2,180,315,1,8966.659579
215,0,33.08,4.625,2,11,8,1.625,1,1,2,0,2,0,1,1,7868.946459
219,1,24.17,0.875,2,11,4,4.625,1,1,2,1,2,520,2001,1,9806.355999
220,0,30.5,6.5,2,8,5,4,1,1,7,1,2,0,3066,1,489.5479487
222,1,25.33,0.58,2,8,4,0.29,1,1,7,1,2,96,5125,1,3347.135195
227,1,20.25,9.96,2,10,2,0,1,0,0,0,2,0,1,1,4408.469218
228,1,45,8.5,2,13,8,14,1,1,1,1,2,88,2001,1,3265.638442
229,0,22.83,2.29,2,11,8,2.29,1,1,7,1,2,140,2385,1,4126.376217
230,0,20.67,3,2,11,4,0.165,1,1,3,0,2,100,7,1,592.6188156
233,1,56.42,28,1,8,4,28.5,1,1,40,0,2,0,16,1,4508.028403
234,0,64.08,0.165,2,1,1,0,1,1,1,0,2,232,101,1,9580.681444
235,0,22.42,11.25,1,14,8,0.75,1,1,4,0,2,0,322,1,9477.418952
239,1,48.33,12,2,7,4,16,1,0,0,0,1,110,1,1,1024.280082
240,0,28.08,15,1,10,9,0,1,0,0,0,2,0,13213,1,994.8877271
241,1,35.17,2.5,2,4,4,4.5,1,1,7,0,2,150,1271,1,4459.699421
242,1,49.5,7.585,2,3,5,7.585,1,1,15,1,2,0,5001,1,8250.901542
247,1,60.08,14.5,2,1,1,18,1,1,15,1,2,0,1001,1,764.2970912
248,1,28,2,2,4,8,4.165,1,1,2,1,2,181,1,1,3788.949786
249,1,41.5,1.54,2,3,5,3.5,0,0,0,0,2,216,1,1,2612.189904
252,1,34.75,15,2,12,7,5.375,1,1,9,1,2,0,135,1,8700.398548
254,0,40.83,10,2,11,8,1.75,1,0,0,0,2,29,838,1,9580.111865
255,1,20.42,1.835,2,8,4,2.25,1,1,1,0,2,100,151,1,4385.497785
256,1,37.5,1.125,1,2,4,1.5,0,0,0,1,2,431,1,1,7863.485365
257,1,48.5,4.25,2,7,4,0.125,1,0,0,1,2,225,1,1,1133.699961
261,1,22.67,10.5,2,11,8,1.335,1,0,0,0,2,100,1,1,9402.6145
263,0,25.08,2.54,1,6,4,0.25,1,0,0,1,2,370,1,1,5251.81065
264,1,36.33,2.125,1,9,4,0.085,1,1,1,0,2,50,1188,1,6985.641936
267,1,34.17,1.54,2,13,4,1.54,1,1,1,1,2,520,50001,1,7636.928905
271,1,23.25,1,2,8,4,0.835,1,0,0,0,1,300,1,1,4837.981503
273,0,20.08,0.125,2,11,4,1,0,1,1,0,2,240,769,1,8417.820334
274,1,22.33,11,2,9,4,2,1,1,1,0,2,80,279,1,5741.166296
278,1,32.83,2.5,2,13,8,2.75,1,1,6,0,2,160,2073,1,2638.890397
279,1,48.25,25.085,2,9,4,1.75,1,1,3,0,2,120,15,1,9923.829057
285,1,25.08,1.71,2,14,4,1.665,1,1,1,1,2,395,21,1,8820.850787
286,1,65.42,11,2,10,9,20,1,1,7,1,2,22,1,1,3089.490063
287,1,41.33,0,2,8,5,15,1,0,0,0,2,0,1,1,6989.85571
292,1,24.83,2.75,2,8,4,2.25,1,1,6,0,2,184,601,1,6436.456169
293,1,21.92,0.54,1,14,4,0.04,1,1,1,1,2,840,60,1,4615.198718
294,1,34.25,3,2,13,8,7.415,1,0,0,1,2,0,1,1,2998.690913
298,1,39.17,1.71,2,14,4,0.125,1,1,5,1,2,480,1,1,8466.373715
300,1,39,5,2,13,4,3.5,1,1,10,1,2,0,1,1,9283.980862
305,1,39.33,5.875,2,13,8,10,1,1,14,1,2,399,1,1,2820.013878
307,1,21.33,10.5,2,8,4,3,1,0,0,1,2,0,1,1,8917.566236
313,0,19.67,0.21,2,11,8,0.29,1,1,11,0,2,80,100,1,2955.91112
314,1,21.83,0.25,2,2,8,0.665,1,0,0,1,2,0,1,1,6916.944115
317,0,50.08,12.54,2,6,4,2.29,1,1,3,1,2,156,1,1,3585.959843
319,0,24.5,12.75,2,8,5,4.75,1,1,2,0,2,73,445,1,6329.726491
320,1,21,4.79,1,9,4,2.25,1,1,1,1,2,80,301,1,9350.914432
321,1,22.08,11,2,13,4,0.665,1,0,0,0,2,100,1,1,7864.544225
322,1,54.58,9.415,2,1,1,14.415,1,1,11,1,2,30,301,1,623.5087838
323,1,18.08,5.5,2,4,4,0.5,1,0,0,0,2,80,1,1,1285.508269
324,1,36.67,4.415,1,4,4,0.25,1,1,10,1,2,320,1,1,1856.365051
325,1,38.17,10.125,2,14,4,2.5,1,1,6,0,2,520,197,1,5680.607164
330,0,60.92,5,2,6,4,4,1,1,4,0,2,0,100,1,9686.524257
331,1,20.17,5.625,2,9,4,1.71,1,0,0,0,1,120,1,1,43.07184036
332,1,23.25,4,2,8,5,0.25,1,0,0,1,2,160,1,1,9531.181698
336,0,36,1,2,8,4,2,1,1,11,0,2,0,457,1,5248.209369
338,0,18.83,4.415,1,8,8,3,1,0,0,0,2,240,1,1,2066.155234
342,0,22.58,10.75,2,11,4,0.415,1,1,5,1,2,0,561,1,1260.571098
343,1,39.92,6.21,2,11,4,0.04,1,1,1,0,2,200,301,1,3269.298053
344,1,22.67,0.165,2,8,3,2.25,0,0,0,1,1,0,1,1,1593.856334
345,0,23.42,0.79,1,11,4,1.5,1,1,2,1,2,80,401,1,7739.03422
346,0,30,5.29,2,10,2,2.25,1,1,5,1,2,99,501,1,7489.9724
347,0,40.33,7.54,1,11,8,8,1,1,14,0,2,0,2301,1,3189.47207
348,0,36.75,5.125,2,10,4,5,1,0,0,1,2,0,4001,1,4097.225649
350,0,25.17,2.875,2,14,8,0.875,1,0,0,0,2,360,1,1,924.1533177
352,1,31.57,4,2,14,4,5,1,1,3,1,2,290,2280,1,1671.50342
358,1,27.25,1.665,2,13,8,5.085,1,1,9,0,2,399,828,1,3367.153551
360,1,67.75,5.5,2,10,9,13,1,1,1,1,2,0,1,1,310.9794833
361,0,18.83,9.5,2,9,4,1.625,1,1,6,1,2,40,601,1,804.0262876
367,1,51.58,15,2,8,4,8.5,1,1,9,0,2,0,1,1,1538.803437
369,1,33.58,2.75,2,7,4,4.25,1,1,6,0,2,204,1,1,965.2766646
370,0,20.83,3,2,6,4,0.04,1,0,0,0,2,100,1,1,8132.274144
374,1,35.17,4.5,2,14,8,5.75,0,0,0,1,1,711,1,1,3058.699677
375,0,58.42,21,2,3,5,10,1,1,13,0,2,0,6701,1,5738.658482
376,1,28.25,0.875,2,7,4,0.96,1,1,3,1,2,396,1,1,5259.964052
379,1,19.42,6.5,2,9,8,1.46,1,1,7,0,2,80,2955,1,908.0132018
380,1,39.08,6,2,7,4,1.29,1,1,5,1,2,108,1098,1,3668.051374
384,0,41.17,6.5,2,11,4,0.5,1,1,3,1,2,145,1,1,2602.814818
385,1,28.92,15,2,8,8,5.335,1,1,11,0,2,0,2284,1,335.8571051
387,1,38.58,3.335,2,9,4,4,1,1,14,0,2,383,1345,1,3351.594774
388,1,25.17,6,2,8,4,1,1,1,3,0,2,0,1,1,7102.94476
389,0,28.17,0.375,2,11,4,0.585,1,1,4,0,2,80,1,1,3162.724257
390,1,73.42,17.75,2,1,1,0,1,0,0,1,2,0,1,1,504.6464347
393,0,19.17,8.585,2,13,8,0.75,1,1,7,0,2,96,1,1,3209.088549
394,0,25.58,0,2,8,4,0,0,0,0,0,3,184,1,1,7469.376084
401,1,27,1.5,1,9,4,0.375,1,0,0,1,2,260,1066,1,1060.223271
405,0,28.75,3.75,2,8,4,1.085,1,1,1,1,2,371,1,1,3840.655547
406,1,34.42,4.25,2,3,5,3.25,1,1,2,0,2,274,611,1,1857.064801
408,1,53.92,9.625,2,10,4,8.665,1,1,5,0,2,0,1,1,7938.587864
412,0,56.5,16,2,5,1,0,1,1,15,0,2,0,248,1,770.6132019
413,1,32.25,0.165,1,8,8,3.25,1,1,1,1,2,432,8001,1,6187.131951
414,0,20.5,11.835,2,8,8,6,1,0,0,0,2,340,1,1,8150.783015
417,1,23.17,11.125,2,14,8,0.46,1,1,1,0,2,100,1,1,9268.987332
419,0,32.33,0.54,2,13,4,0.04,1,0,0,0,2,440,11178,1,4977.873995
420,1,23.92,1.5,2,2,8,1.875,1,1,6,0,2,200,328,1,6189.893329
421,1,36.75,0.125,1,8,4,1.5,0,0,0,1,2,232,114,1,5433.009859
423,0,24.08,0.5,2,11,8,1.25,1,1,1,0,2,0,679,1,8353.754503
426,1,22.83,3,2,7,4,1.29,1,1,1,0,2,260,801,1,6752.19358
430,0,47.25,0.75,2,11,8,2.75,1,1,1,0,2,333,893,1,7255.893309
433,1,27.83,1.54,2,9,4,3.75,1,1,5,1,2,100,4,1,7391.772702
435,1,16.08,0.75,2,8,4,1.75,1,1,5,1,2,352,691,1,9178.621846
437,1,32.67,5.5,2,11,8,5.5,1,1,12,1,2,408,1001,1,9790.38273
438,1,30.17,0.5,2,8,4,1.75,1,1,11,0,2,32,541,1,2577.95131
440,1,41.75,0.96,2,14,4,2.5,1,0,0,0,2,510,601,1,1112.151344
443,1,29.92,1.835,2,8,8,4.335,1,0,0,0,2,260,201,1,3676.119534
445,1,19.67,0.375,2,11,4,2,1,1,2,1,2,80,1,1,4664.278556
446,1,51.42,0.04,2,14,8,0.04,1,0,0,0,2,0,3001,1,718.8235022
452,0,71.58,0,2,8,4,0,0,0,0,0,3,184,1,1,8642.457493
453,1,42,0.205,2,3,8,5.125,1,0,0,0,2,400,1,1,1784.838285
456,1,44.33,0.5,2,3,8,5,1,0,0,1,2,320,1,1,8700.147757
457,0,23,11.75,2,14,8,0.5,1,1,2,1,2,300,552,1,549.2543557
459,1,23.08,11.5,2,3,4,3.5,1,1,9,0,2,56,743,1,1341.758256
461,0,17.58,9,2,6,4,1.375,1,0,0,1,2,0,1,1,1399.222376
463,1,31.67,16.165,2,2,4,3,1,1,9,0,2,250,731,1,2396.770287
465,1,59.67,1.54,2,11,4,0.125,1,0,0,1,2,260,1,1,9832.247649
466,0,65.17,14,2,1,1,0,1,1,11,1,2,0,1401,1,3233.542195
468,1,48.58,6.5,2,11,8,6,1,0,0,1,2,350,1,1,3931.345962
470,1,20.17,9.25,2,8,4,1.665,1,1,3,1,2,40,29,1,2490.97887
471,1,48.17,7.625,2,9,8,15.5,1,1,12,0,2,0,791,1,6922.486964
472,1,23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,1,8393.766567
478,0,60.58,16.5,2,11,4,11,1,0,0,1,2,21,10562,1,4219.705758
480,0,25,12.33,2,13,8,3.5,1,1,6,0,2,400,459,1,8627.225234
484,1,42.83,4.625,2,11,4,4.58,1,0,0,0,1,0,1,1,8824.272181
485,1,26.67,1.75,1,8,4,1,1,1,5,1,2,160,5778,1,1901.463347
486,1,57.83,7.04,2,7,4,14,1,1,6,1,2,360,1333,1,8884.612507
487,1,55.92,11.5,2,1,1,5,1,1,5,0,2,0,8852,1,4755.729525
488,1,51.33,10,2,3,5,0,1,1,11,0,2,0,1250,1,7337.274122
490,1,27.58,2.04,1,6,4,2,1,1,3,1,2,370,561,1,5382.022171
491,1,30.17,6.5,2,13,4,3.125,1,1,8,0,2,330,1201,1,2485.474304
495,0,33.67,0.375,2,13,4,0.375,0,0,0,0,2,300,45,1,709.9696056
496,1,25.75,0.75,2,8,5,0.25,1,0,0,0,2,349,24,1,5527.578259
497,0,28.67,1.04,2,8,4,2.5,1,1,5,1,2,300,1431,1,6158.248119
498,0,18.08,0.375,3,13,1,10,0,0,0,1,1,300,1,1,5469.378808
499,1,20.42,7,2,8,4,1.625,1,1,3,0,2,200,1392,1,7143.566967
500,1,17.5,22,3,1,7,0,0,0,0,1,3,450,100001,1,3384.349899
502,1,47.67,2.5,2,7,5,2.5,1,1,12,1,2,410,2511,1,8094.222407
503,1,57.42,8.5,2,10,8,7,1,1,3,0,2,0,1,1,9087.23616
504,1,13.75,4,1,9,4,1.75,1,1,2,1,2,120,1001,1,572.182245
505,1,19.33,9.5,2,11,4,1,1,0,0,1,2,60,401,1,7163.215199
513,0,45.83,10.5,2,11,4,5,1,1,7,1,2,0,1,1,1443.318912
516,0,20.42,7.5,2,4,4,1.5,1,1,1,0,2,160,235,1,5421.18753
517,0,21.25,2.335,2,3,5,0.5,1,1,4,0,1,80,1,1,2079.058445
518,1,26.67,4.25,2,13,4,4.29,1,1,1,1,2,120,1,1,1886.604706
520,1,42.08,1.04,2,9,4,5,1,1,6,1,2,500,10001,1,5523.06981
523,0,21.5,6,2,6,4,2.5,1,1,3,0,2,80,919,1,9477.038357
524,1,21.83,11,2,14,4,0.29,1,1,6,0,2,121,1,1,251.6262261
526,1,32.67,9,1,9,8,5.25,1,0,0,1,2,154,1,1,9694.417818
533,1,29.67,1.415,2,9,8,0.75,1,1,1,0,2,240,101,1,2631.429722
535,0,20.67,1.835,2,11,4,2.085,1,1,5,0,2,220,2504,1,4049.268842
537,1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,1,3659.261511
538,0,35.42,12,2,11,8,14,1,1,8,0,2,0,6591,1,1696.87646
539,1,31.92,4.46,2,13,8,6.04,1,1,3,0,2,311,301,1,9974.04784
542,1,44,2,2,7,4,1.75,1,1,2,1,2,0,16,1,9671.648846
550,1,59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,1,6157.125325
551,1,25.5,0.375,2,7,4,0.25,1,1,3,0,2,260,15109,1,4729.552982
557,1,23.33,1.5,2,8,8,1.415,1,0,0,0,2,422,201,1,3870.960874
559,1,47.67,0.29,2,8,5,15,1,1,20,0,2,0,15001,1,5303.816913
561,1,43.25,3,2,11,8,6,1,1,11,0,2,80,1,1,9890.272584
564,1,56.58,18.5,2,2,5,15,1,1,17,1,2,0,1,1,6789.028437
565,0,44.17,6.665,2,11,4,7.375,1,1,3,1,2,0,1,1,7271.323488
566,0,44.33,0,2,8,4,2.5,1,0,0,0,2,0,1,1,164.995663
572,0,41.33,1,2,3,5,2.25,1,0,0,1,2,0,301,1,6085.701675
574,1,31.67,0.83,2,14,4,1.335,1,1,8,1,2,303,3291,1,7207.195683
575,0,17.83,11,2,14,8,1,1,1,11,0,2,0,3001,1,3218.389082
581,1,56,12.5,2,4,8,8,1,0,0,1,2,24,2029,1,3907.6395
582,0,28.5,3.04,1,14,8,2.54,1,1,1,0,2,70,1,1,4245.672227
583,1,32.08,4,2,7,4,2.5,1,0,0,1,2,360,1,1,3747.823281
585,1,34.17,9.17,2,8,4,4.5,1,1,12,1,2,0,222,1,6136.235269
587,0,38.25,6,2,4,4,1,1,0,0,1,2,0,1,1,1868.021183
