Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
29004,-0.706048175,0.638080434,1.294441158,0.12942483,0.691153628,-0.801638679,0.345460657,0.077927547,-0.435131923,-0.527407081,0.088933182,0.303074219,0.602716212,-0.478087161,1.109302082,0.055745297,0.267648313,-0.6345427,-0.448920505,0.233604506,-0.192727521,-0.562529673,0.096894145,0.034514609,-0.196787042,0.100089932,0.248851601,0.105187027,2.68,0
29005,-0.995518904,0.350521931,1.313418026,-1.052908937,-0.762360353,0.364727698,1.270687329,-0.044937828,0.048973673,-0.839511881,1.224317688,1.186815628,0.087228409,-0.312480793,-1.526382124,-0.265421721,-0.102901064,-0.707055421,-0.376876767,-0.328162813,0.055436751,0.49143514,0.012554831,0.332836509,-0.323149021,0.867584967,-0.064537805,0.020149008,188.93,0
29005,-0.835531428,1.100656891,1.825882838,0.820453574,-0.156032865,0.331625789,0.226445695,-1.642891747,0.274873349,-0.253998764,-0.547136611,0.025157127,-0.982327375,-0.224681049,-0.373743322,-0.933000481,0.477860862,-0.697195102,-0.37853038,-0.46183773,1.527437277,-0.101765819,-0.015320545,0.370763671,0.146682136,-0.315973398,0.024899599,-0.154934639,25.08,0
29006,-0.729444108,0.570631982,1.206391797,-0.979733835,0.230522019,-0.908676815,1.129532237,-0.11092175,-0.824670451,-0.701097139,1.179303518,0.519517452,-0.277535653,0.487188693,-0.421608281,0.32678622,-0.686482925,0.058004442,-0.109270297,0.078205204,0.108996945,0.080295133,-0.088961851,0.369819887,0.080429042,0.645449852,-0.045723423,0.082298139,68.97,0
29008,-0.999557962,-1.022560704,2.01156856,-0.685867134,-2.599713287,1.702755775,1.879199408,-0.531773714,-0.722220985,0.322447582,0.799193474,-0.302470877,0.214694851,-1.316064664,-0.979903548,0.683201734,0.318718508,-0.694990527,2.187174167,0.445998624,-0.04294775,0.438316532,-0.04525194,0.059023309,0.243929623,-0.165119987,-0.09354202,-0.529789546,545.94,0
29011,1.318113048,0.179741478,-0.083119612,0.561726057,-0.075236411,-0.737191445,0.220501942,-0.228919385,0.215658413,-0.109155055,-1.01387478,0.096854187,-0.091040971,0.18049798,0.101008525,-0.179972914,-0.187964694,-0.460106194,0.31791428,-0.121123146,-0.102926439,-0.135125653,-0.167573848,-0.055213062,0.727965263,0.586332301,-0.053390805,-0.004743169,0,0
29013,-1.147096979,0.368128225,-0.114038623,-0.279361082,-0.69538055,-0.381989164,1.687217565,0.197077514,-0.356179316,-0.964007464,-1.459295952,-0.073309574,-0.127794595,0.377605098,-0.662142251,0.148371979,-0.340280415,-0.201396619,-0.384838374,0.506687602,0.220168141,0.201488871,0.583598729,-0.109598594,-0.163403776,0.317197712,0.122563514,0.18711865,306.73,0
29015,0.056352141,-2.189735785,0.533398418,0.630513362,-1.316745034,1.088637084,-0.24136782,0.379762678,0.887576745,-0.538722387,1.25393801,1.149486028,-0.600416592,-0.074298373,-0.415005903,-0.381290003,0.483591811,-0.872969455,-0.203324725,0.903050086,0.18804005,-0.392189363,-0.329529664,-0.204672514,-0.249932467,0.898232278,-0.105202724,0.088778719,535.42,0
29015,-0.474143365,0.833255752,1.13664256,-0.15570351,0.508720683,-0.791539684,1.155724875,-0.298579123,-0.264452268,-0.069216074,-1.051729931,-1.075366114,-1.270951691,0.317301133,0.792964838,-0.014423761,-0.471146063,-0.003316785,0.25479623,0.176783786,-0.093594722,-0.104246105,-0.257285006,-0.122827409,0.129028738,0.3476766,0.103594159,-0.063283979,26.94,0
29016,1.207402863,-0.033790162,0.19386384,0.394814673,0.242635121,0.839758017,-0.252410549,0.213826759,0.216011672,-0.110994207,0.372736731,1.339979629,0.938429483,-0.132075175,-0.595588856,0.019022282,-0.448743114,-0.402078009,0.584571103,-0.032560314,-0.28249049,-0.613645659,-0.065907274,-1.095967624,0.417079133,0.261450857,0.000273088,-0.005293584,12.95,0
29016,-1.2684533,-0.123658807,2.324030022,-0.912917355,-0.363782212,-0.103253634,-0.044231945,0.410836138,0.298769978,-0.656432803,0.410063611,-0.111022164,-1.285283355,-0.072383463,-0.357915959,0.839470522,-0.743693353,0.778296604,-0.108750099,0.302224991,0.163808981,0.308500605,-0.119351692,0.030952728,0.29686028,1.057763011,0.173756389,0.115155462,80.75,0
29016,1.337033581,0.77117191,-0.907617096,1.01143958,0.869202468,-0.415734643,0.360009755,-0.220964263,-0.168601083,-0.713199162,-0.932098268,0.032153201,1.332179294,-1.648371251,1.065979355,0.950820287,0.319990634,0.908576879,-0.105590179,0.020800814,-0.146590991,-0.285923029,-0.310397784,-1.118846393,0.916749707,-0.244418929,0.040908105,0.045766516,1,0
29017,-0.614118331,-0.647738427,0.448438892,-0.545782236,0.96565851,-0.524360405,-0.07794358,-0.096736991,-2.163651474,0.855550162,0.293679443,0.220700392,1.237407592,0.37824347,0.692927795,-1.890107353,0.037199722,1.864216783,1.94156573,0.226815743,-0.213565048,-0.414347606,0.009184252,-0.755350991,-0.190526897,1.342857544,0.01863502,0.121055519,53.91,0
29018,0.982254974,0.064661231,1.582330396,2.679608747,-0.889528062,0.374014441,-0.602410886,0.292230654,-0.155913481,0.643721967,0.912466654,0.879965511,-0.155872685,-0.179268132,-1.003700358,0.767739397,-0.58600398,0.247888683,-0.642951821,-0.073251607,0.004713519,0.025099272,0.020159246,0.537166776,0.221342949,-0.078186595,0.030370269,0.0352589,44.88,0
29019,-0.386852424,1.079664948,1.427160643,0.15122521,-0.125715889,-1.206649909,0.660995725,-0.068521374,-0.355395313,-0.49566627,0.014284354,-0.172989306,-0.323650583,-0.331648322,0.913474869,0.304129479,0.149920282,-0.197559066,-0.210654119,0.083905237,-0.244869825,-0.662747936,0.032620868,0.64993582,-0.216354647,0.053023122,0.24291015,0.101367592,1.29,0
29019,0.986461571,-0.031827886,0.081320259,1.274626258,-0.03502459,-0.045573469,0.231880889,0.04125471,-0.178377298,0.088053358,1.232678239,0.945468007,-0.489520785,0.54798222,-0.418907871,-0.448260396,-0.066822915,-0.34119162,-0.223705627,-0.029390771,0.093485957,0.220434763,-0.203546208,0.030864069,0.695483477,-0.256545526,0.003799966,0.014615874,90,0
29023,-0.508795668,0.753988408,1.004547521,-1.323051169,0.218935086,-0.877487396,0.761133599,-0.243118996,-0.070289233,-0.630728816,-0.84821893,0.068700127,0.602484854,-0.143211017,0.383342142,0.613608307,-0.873771498,-0.343062347,-0.47332592,-0.127116701,-0.023560018,-0.191687053,-0.13348275,-0.082950438,-0.207218072,0.754712552,-0.32275489,0.030976884,16,0
29023,-1.263897657,0.569403675,1.764682339,0.642424639,-0.732398468,1.051377626,0.124871636,0.850122932,0.413937865,-1.047433332,0.12311553,1.305787425,-0.796258709,-0.319528496,-3.033246839,-0.64904018,0.443871463,-0.657109672,-0.045538356,-0.367461569,-0.205035295,-0.387256172,0.118198141,0.003336128,-0.263926937,-0.731083053,-0.023994711,0.045026088,100.8,0
29024,-0.407064844,0.788200619,1.5514828,1.18141416,0.202893285,-0.205185638,0.449064335,0.08195339,-0.578149259,-0.142391833,-0.410133802,-0.478763458,-0.682877948,0.462422771,1.613419645,-0.548842511,0.198135475,-0.125325368,0.293667858,0.03417916,0.189416452,0.534401023,-0.086629555,0.056050519,-0.295431057,-0.226073354,0.17115856,0.150457385,18.9,0
29024,-1.355695357,1.219515428,-0.743743186,0.780159594,1.01159992,-0.076845714,-0.313639464,0.932184131,-0.993450738,-0.886950679,-0.332930932,-0.188200191,-0.212288753,-0.226633088,0.606021596,1.096944993,0.371142853,1.898492177,1.172676574,-0.202352914,0.102561772,-0.023474152,-0.517605017,-1.491889621,-0.092866218,-0.253983415,-0.0962703,-0.121411342,1,0
29025,0.949941486,-0.05836581,0.002078687,0.746480643,0.70296384,1.597669679,-0.176518202,0.53061075,-0.256445093,-0.024170433,1.942793272,1.069962639,-0.232650752,0.723864504,1.353747116,-0.911154425,0.415147302,-1.465699538,-1.520113571,-0.174674739,0.202966168,0.638271862,-0.063709247,-1.339202237,0.365894477,-0.20099475,0.071386339,-0.000300117,50,0
29025,1.091255424,0.064092316,0.389920544,1.23117805,0.02025812,0.591821932,-0.186821026,0.327039758,0.169666373,0.030436629,1.232849941,0.808345107,-1.175349093,0.476265521,-0.43799325,-0.7819942,0.350680374,-0.826329127,-0.43512048,-0.286636347,-0.036915013,0.100418768,-0.025844804,-0.292188639,0.529409555,-0.296725489,0.04803125,-0.000816199,1,0
29025,-1.108916361,0.527367992,2.151903845,-0.879535752,0.365788075,-0.293904545,0.764260864,-0.13123241,0.173663537,-0.593078115,-0.332910602,0.537444977,0.553346737,-0.706310923,-0.39472379,-0.443969436,0.002869351,-1.349086833,-0.365968929,0.094025751,-0.343089211,-0.521400023,0.022824544,0.141356269,0.236735345,0.762055267,-0.043039864,-0.146084376,0.89,0
29025,-0.300230302,1.069477905,0.0437033,0.70954438,0.297894102,0.099192928,0.668394234,0.260245896,-0.805516723,-0.465724651,-1.699643239,0.204285552,1.500777718,0.320540464,0.96137302,0.221801326,-0.620701946,0.465634286,0.843561058,0.145875857,0.139593346,0.25171388,-0.064167693,-0.984246204,0.122731411,-0.24737001,-0.064493136,-0.024420382,85.25,0
29027,1.412874375,-0.525223822,-0.064589684,-0.91730343,-0.575127483,-0.460096901,-0.492201085,-0.081752191,-1.06207673,0.831940613,0.77544631,-0.331242719,-0.122145198,0.151894268,0.041701599,1.403397808,-0.190593643,-0.627561582,1.066900362,0.101007837,0.220813964,0.504571498,-0.215697266,-0.317647508,0.678750969,-0.091695483,-0.014616667,-0.005542551,20.9,0
29027,-0.422158924,0.231117678,1.66671129,0.451976135,-0.203598282,0.097243919,-0.039666151,0.354218113,0.062463149,-0.267672129,0.909699737,-0.07885413,-2.18603042,0.421409051,-0.291017704,-0.948596224,0.715231517,-0.080036854,1.303620288,-0.035462124,0.110908512,0.435121322,-0.056658034,0.265866987,-0.548204076,0.734013116,0.117023258,0.130972166,9,0
29030,1.177386501,-0.215585181,0.20297198,0.215323471,-0.02931239,0.601788021,-0.297020797,0.188082074,0.436369728,-0.199325504,0.515916103,1.246514422,0.457754068,-0.118305682,-0.778807995,-0.268286783,-0.163576183,-0.353358373,0.553503786,-0.03590078,-0.055841866,0.075902637,-0.187119543,-0.717797856,0.555294268,0.731531492,-0.02211179,-0.01092857,25,0
29030,-0.553745835,0.880858093,1.644821095,-0.132657221,0.120940194,-0.267410891,0.466891626,0.222443325,-0.639624111,-0.174843262,1.671590819,0.700838934,-0.287896125,0.417780515,0.406583954,0.049476466,-0.279782357,-0.349309448,-0.129659293,0.070171839,-0.13333933,-0.348661801,0.029947067,0.199962341,-0.328384174,0.071510861,0.275486691,0.110194639,0.89,0
29030,-2.84463156,3.717959702,-7.165427918,4.120419061,-2.99103894,-2.942326131,-4.925186879,2.20433707,-2.663612741,-6.888367459,4.027447094,-8.030026255,-1.340343542,-9.756963426,1.055533343,-5.381309789,-8.745070292,-2.733419081,0.983641335,0.800708526,0.894495434,-0.340246329,0.01222184,-0.059678952,-0.10433774,-0.295883791,1.326227788,0.322687705,89.99,0
29031,1.050204196,0.078268715,0.484732568,1.349623141,-0.210303288,0.034103512,0.019246323,0.101626098,-0.006904827,0.026164745,1.369024329,1.360919255,-0.108864757,0.254157503,-0.821555021,-0.58931927,0.080509651,-0.560933471,-0.165727696,-0.117224176,-0.01706178,0.090382215,-0.077580403,0.237501894,0.599311723,-0.345913865,0.031726123,0.013253641,38,0
29031,-1.032005475,1.136445201,1.48885681,-1.382859148,-0.355228612,-1.11366806,0.570992301,0.004527734,0.447648772,-0.097997046,-0.536097129,-0.327849646,-0.573506129,-0.078759469,0.597082611,0.582310005,-0.65863378,-0.311359283,-0.743985139,0.250255653,-0.148685124,-0.276026522,-0.049517193,0.395637664,-0.261179797,0.729870891,0.465045833,0.292964881,0.92,0
29031,-0.342514284,1.158453989,1.299205504,0.057956992,0.063815154,-0.969130479,0.74478912,-0.097024319,-0.458170886,-0.524905617,-0.145049664,0.139739146,0.534234017,-0.512124175,0.848696663,0.364721945,-0.017160295,-0.187518821,-0.092335903,0.143267926,-0.258586323,-0.656177116,-0.01750941,0.339925588,-0.14537455,0.070763957,0.247921274,0.099221738,4.49,0
29031,1.34339464,-0.67017279,1.017335645,-0.558487713,-1.588726507,-0.719023557,-0.958623272,-0.044704682,-0.425335978,0.642543507,-0.569270911,-0.294342942,0.15287712,-0.142487953,1.333860551,-0.797631734,-0.229235269,1.263858439,-0.964523784,-0.466042555,-0.387328328,-0.665601957,0.167892479,0.399200855,-0.089238955,0.929284531,-0.025027781,0.023360231,12.7,0
29032,1.246575208,0.541383194,-0.376312604,1.98618039,0.953255665,0.613828396,0.30787612,0.018343383,-1.10920073,0.864493155,-0.336772069,0.181615521,0.518693232,0.454550565,-0.310186667,1.150882608,-1.422056232,0.582768014,0.015816351,-0.026021368,-0.092541721,-0.357754374,-0.301810929,-1.388806729,0.811130362,0.092512681,-0.036143921,-0.007198418,26.95,0
29032,-4.210209526,3.16009369,-5.339547166,1.044649156,-0.251587167,-0.782360252,0.408799628,1.044124563,2.479670446,2.634060771,-0.605679851,-1.780377769,-1.93964877,-3.556891468,1.992343229,1.140185774,2.855696117,1.605112907,-0.588614595,1.012823307,-0.866657619,-0.752896003,-0.407455224,-1.724799235,0.07661153,-0.429997801,-0.43850769,-0.847825273,89.99,0
29032,1.466823581,-0.247177968,-0.358665612,-0.858545068,-0.157900061,-0.352886405,-0.42796609,-0.179094272,-0.8846639,0.180343151,-0.958939818,-0.549295075,1.55109298,-1.429070947,0.855696784,1.883289836,0.384388623,-0.85530068,0.990830763,0.249362997,-0.217744282,-0.707447152,-0.081764289,-1.078317692,0.453565763,-0.398571053,0.024830708,0.034703327,25,0
29034,-1.733995507,0.489151399,1.155661426,-0.101390982,0.491620167,-0.647396238,1.475061223,-0.881311492,-0.092099634,0.917620184,1.415815368,0.100810925,-0.550639615,-0.127845207,0.127580668,-0.053357451,-0.797029853,0.111855895,0.517762973,-0.648559422,-0.133505295,0.316511616,0.114032617,0.36810675,0.002187484,0.199926009,-1.000527488,-0.36196339,62.22,0
29034,-1.393700424,1.786031018,-0.382493208,0.596510054,1.418849174,0.018863435,0.539196526,-0.035617287,0.201598567,0.358514688,-0.960461833,-0.832009481,0.076676817,-1.73400354,1.644634854,0.256740582,0.859635351,0.786175471,0.288618458,0.234318078,-0.091182625,0.025077373,-0.415323516,-1.45770248,-0.044569117,-0.238364009,0.156707915,0.415183759,1,0
29034,-0.745125021,0.542415091,1.57022087,0.093758806,0.335442201,-1.186036614,0.40041735,-0.022846888,-0.346220311,-0.272647407,-0.423279582,-0.064532332,-0.042460067,0.180864589,0.875988014,0.194119712,-0.381437075,-0.324021161,0.018400278,0.225814027,-0.187696787,-0.631187889,0.08211845,0.355755078,-0.173739418,0.071758684,0.24593955,0.130475541,8.92,0
29036,0.353792554,-1.945538161,-0.387762285,0.228023969,-1.359282325,-0.776953985,0.428674135,-0.286238739,-1.364791294,0.72841006,1.233864334,0.288368766,-0.4263861,0.724593725,0.076384747,-1.259811106,-0.137904198,1.454985385,-0.78551356,0.487052527,-0.057509274,-0.898061637,-0.401898716,0.540144617,0.166425927,0.392791234,-0.138773373,0.088393739,515.9,0
29036,-1.058068835,0.347718576,1.966618732,-0.531364085,0.763010888,-0.48891841,0.29965162,0.023548126,-0.400897568,-0.833633692,-1.152320979,0.181171469,1.315360101,-0.329856247,0.654103419,0.79075312,-1.084997536,0.309333879,-0.567969508,0.185781568,0.188885275,0.378890788,-0.36957128,-0.390792778,0.579125737,0.426513542,-0.010451565,0.066411952,17.99,0
29036,-1.051062558,0.910595058,0.767612823,1.557749637,-0.362551735,-0.287649579,0.204829484,0.502410058,-0.147228655,0.0485395,-0.398959007,0.531283131,-0.023770721,0.22497519,0.200405004,-1.127465643,0.870086017,-0.793368155,0.485955426,0.123749979,-0.040265199,0.21894616,0.191737149,0.416950063,0.099336965,-0.225552162,0.352921245,0.043625645,53,0
29041,-0.204907872,-0.055640112,0.774856545,-1.367165515,-0.371982805,-0.402995606,0.667393481,-0.211417228,-1.496126649,0.116810654,-1.09506996,-1.038243699,0.625642755,-0.295061011,0.471704343,1.150970023,-0.029070012,-0.948776622,0.944852734,0.430698837,0.302990072,0.5862042,-0.072007428,-0.43276096,0.370994397,-0.108832693,-0.020882554,0.016503316,125.85,0
29041,-1.183060004,1.614449924,-0.586264405,0.90578491,0.825829891,-0.463159287,0.007443211,0.667693689,-1.02896614,-1.135963511,-1.442210222,0.098048508,1.475355191,-0.78585802,1.088557675,0.731148026,0.675383921,1.111569367,0.739012992,-0.107793645,0.093071907,0.074883445,-0.416057631,-1.0756223,-0.032787344,-0.261497021,-0.117250796,-0.049468373,1,0
29042,-0.397784132,-0.446235828,2.212701101,-1.456289507,-0.475966195,0.561863503,-0.55489215,0.311016569,-0.888532238,0.497734019,1.463202324,-1.010142275,-1.47199509,-0.168262944,0.878348,0.94213828,0.371482523,-0.903922841,-0.01406601,0.128374826,0.545511196,1.574737389,-0.141366066,-0.292213435,-0.501015314,-0.105312527,0.001887877,-0.097741419,19.99,0
29042,-0.564560932,0.939157797,1.743015839,-0.638383104,0.79722043,-0.798591964,1.508482295,-0.541259512,-0.096207001,-0.427427112,-0.041799873,0.083692104,-0.141098147,-0.254646422,-0.113104539,0.01505162,-0.912016075,-0.819661684,-2.431866712,-0.225628517,0.106318744,0.583690729,-0.250028184,0.393163453,-0.113829171,-0.771160829,-0.343838859,-0.307600173,1.21,0
29045,-1.341426436,0.349118748,2.329164433,0.960512145,-0.385774776,0.645675779,-0.227503448,0.439038908,-0.028642359,0.369724807,0.514216282,-0.009362173,-0.154140314,-0.057346128,1.410000751,0.73159839,-0.860912944,1.66276326,0.840046658,0.479172772,0.245659366,0.825476452,-0.262063902,-0.344304786,0.354026068,-0.007181468,0.47500031,0.288639954,100,0
29045,-1.218817888,1.38891566,-0.272652499,0.558193009,0.335161795,0.554135958,0.414330177,0.172246729,-0.1014317,0.353918871,-1.614368614,-0.372460451,0.268699,0.309332986,1.427683473,-0.069837324,-0.335938766,0.074174112,0.561903994,-0.446824089,0.151177332,0.2950932,-0.045741661,-1.316780689,-0.060893335,-0.288786743,-0.910778695,-0.025928649,52.7,0
29046,1.104826046,-0.97219865,0.380302983,-0.607971163,-1.330178521,-0.85892994,-0.500189135,-0.071807666,-0.933657901,0.774233215,1.479676444,-0.384745544,-0.949048848,0.307480707,0.19447796,1.345813374,0.120158027,-0.822184274,0.696329637,0.272408027,0.242603666,0.231687954,-0.10416665,0.525335778,0.311373573,-0.292782868,-0.030019693,0.029104921,140,0
29047,-0.226004299,0.967282239,1.949818886,0.960995449,-0.134628452,-0.949248787,0.909227692,-0.347687351,-0.456516347,-0.048615668,0.00494295,-0.255295194,-0.489159661,0.192570687,1.178940927,-0.420826501,-0.109817705,-0.052016484,0.254280015,0.04358334,0.041815833,0.293631823,-0.094697162,0.90558763,-0.354291261,-0.476871562,-0.005156991,-0.067451714,9.99,0
29047,-2.391967331,-2.647361462,0.12361566,2.158131753,-1.257346686,1.122705797,2.629590381,-0.024239906,-0.294778362,-0.769061881,-0.919306127,0.370007394,0.868434548,-0.219561718,0.140018243,-0.927826428,0.403247128,-0.160559403,0.544263061,2.378757476,0.616339648,0.359465327,2.104739514,-0.355363444,0.375758202,-0.173401603,0.047614089,0.212973988,886,0
29047,-1.222701952,-0.771061464,0.960774548,0.967931984,2.654286852,-1.012551413,-0.112685725,-0.216956987,-0.455799761,0.112861755,-1.51023458,0.061779955,1.444691299,-0.098905604,1.082177644,-0.095543531,-0.833919566,0.451592906,0.968262067,0.650656369,0.172982002,0.268486264,-0.04736426,-0.974916026,0.019174681,-0.280310183,-0.04805256,-0.035598742,13,0
29047,-0.96176807,-1.311369906,0.576940218,-0.659255978,1.316027377,-1.726600618,-0.692115377,0.005534978,-1.683004998,0.845591549,0.817402302,-0.785526812,-0.899810879,0.53197649,-0.034102414,0.661031356,0.340725544,-0.55739663,1.844612408,0.526187758,0.483986808,0.827231547,0.108015363,0.021537808,-0.366643491,-0.131663909,0.100850337,0.189548278,10,0
29049,0.936652753,-0.384193861,1.269252814,1.694733542,-0.839077303,0.81214218,-0.609675023,0.437490967,1.053055431,-0.253149098,0.683083881,1.456974623,-0.91098621,-0.417949572,-2.355115294,-0.978657726,0.629202643,-0.850418487,0.376911371,-0.14838957,-0.329784009,-0.636513245,0.064627396,0.219350875,0.334384668,-0.542712863,0.075917,0.027205488,54.9,0
29050,-3.298566713,-1.294040043,1.136153651,-0.775272668,-1.037790831,0.262649266,1.072347366,-0.111497058,1.0142862,0.094008849,0.866255683,1.175017024,0.878187551,-0.92615681,-0.85260625,0.865982971,-0.920301593,0.069450282,-0.030481014,-0.45458972,-0.538958083,-0.039382078,-0.552498285,0.200929865,0.098538662,0.904685505,1.077016443,0.527910095,500,0
29052,0.754250424,-1.249700571,0.34782486,-0.211864109,-0.040507423,2.661741598,-0.992108471,0.906789037,1.18785256,-0.508559807,0.598823656,0.564407679,-1.261926666,-0.011390002,0.334409622,-0.767699797,0.753689952,-1.514724293,-0.398378375,0.075384132,-0.057448498,-0.20976176,-0.074425659,-2.139248594,-0.156046739,1.113627339,-0.006307107,0.002524557,168.27,0
29053,1.251120906,-0.14629528,0.240503945,0.25632452,-0.237726228,0.115701839,-0.26871733,0.07727567,0.505068729,-0.135509853,0.223646786,0.93908462,0.057814979,-0.067287349,-0.987036457,0.041519218,-0.418488018,0.143330241,0.919689097,-0.063444935,-0.097934518,-0.064128468,-0.197495174,-0.418582794,0.619852559,0.704918188,-0.038296556,-0.011195275,9,0
29057,1.111496956,-1.035150836,-0.004608269,-0.625861759,-0.991629753,-0.716788803,-0.291550644,-0.234336519,-0.743631426,0.558677579,-0.762095723,-0.867154715,0.11173121,-0.103658069,0.803835989,1.292264106,0.075759739,-1.148796837,0.66463274,0.432910298,0.214895304,0.143175417,-0.263827319,-0.129676143,0.498269875,-0.192280714,-0.030832214,0.040428168,186.46,0
29057,1.343708391,-0.63619172,-0.083042674,-0.748745829,-0.532074503,-0.131837918,-0.511302414,0.0616659,-0.858971639,0.730351071,0.97547274,-0.319043762,-0.97070099,0.192395713,-0.553483045,0.568882275,0.58327301,-1.394247589,0.872795194,-0.004896039,0.203012385,0.575114833,-0.18458725,-0.268664864,0.69494636,-0.030771628,-0.004929008,-0.013304101,20,0
29058,1.235621253,-0.259827309,-0.966019976,-0.599467121,1.820695774,3.388215017,-0.680453158,0.84875236,0.108203793,-0.036252389,-0.069503821,0.049756583,0.098970959,0.308709407,1.353432093,0.743359588,-0.950940189,0.159880631,0.149679107,0.105390498,-0.141985979,-0.631511357,0.00374326,1.022093265,0.383579462,0.348156181,-0.032302154,0.018415628,39.9,0
29058,1.076017932,-0.126283714,1.320254626,1.154681382,-0.892714497,0.356661688,-0.792107113,0.396301897,0.630047547,0.007419072,1.275817802,0.718549957,-1.01381662,0.184726721,0.265956347,0.16136355,-0.249229171,0.170324153,-0.500634589,-0.231073632,0.071097572,0.320206064,0.055667201,0.204489698,0.230281549,-0.396761554,0.077134919,0.024214444,1,0
29058,1.076017932,-0.126283714,1.320254626,1.154681382,-0.892714497,0.356661688,-0.792107113,0.396301897,0.630047547,0.007419072,1.275817802,0.718549957,-1.01381662,0.184726721,0.265956347,0.16136355,-0.249229171,0.170324153,-0.500634589,-0.231073632,0.071097572,0.320206064,0.055667201,0.204489698,0.230281549,-0.396761554,0.077134919,0.024214444,1,0
29058,1.076017932,-0.126283714,1.320254626,1.154681382,-0.892714497,0.356661688,-0.792107113,0.396301897,0.630047547,0.007419072,1.275817802,0.718549957,-1.01381662,0.184726721,0.265956347,0.16136355,-0.249229171,0.170324153,-0.500634589,-0.231073632,0.071097572,0.320206064,0.055667201,0.204489698,0.230281549,-0.396761554,0.077134919,0.024214444,1,0
29058,1.076017932,-0.126283714,1.320254626,1.154681382,-0.892714497,0.356661688,-0.792107113,0.396301897,0.630047547,0.007419072,1.275817802,0.718549957,-1.01381662,0.184726721,0.265956347,0.16136355,-0.249229171,0.170324153,-0.500634589,-0.231073632,0.071097572,0.320206064,0.055667201,0.204489698,0.230281549,-0.396761554,0.077134919,0.024214444,1,0
29059,1.335306808,0.01930765,-0.059964144,0.1297847,-0.201507711,-0.629242939,-0.045677115,-0.126568426,0.400320383,-0.088408795,-1.232123884,-0.648817441,-0.818254704,0.424729457,1.231298699,0.458283281,-0.585419938,0.114068022,0.205574017,-0.125132058,-0.032428007,-0.098029389,-0.160880452,-0.412157113,0.549347635,0.717063192,-0.061667935,-0.003254199,6.46,0
29059,-0.949821511,1.451776672,0.785532252,0.005923468,-0.200965712,-0.610520674,0.20248034,0.547195133,-0.261009603,-0.446502388,-0.243383952,-0.223042225,-0.593271953,-0.00523536,1.204458273,0.225981473,0.489978195,-0.474403,-0.479035116,0.048128226,-0.233553085,-0.670393189,0.080480749,-0.001957916,-0.185430573,0.111060574,0.240234231,0.08735561,1.98,0
29060,-0.044887359,0.654450209,0.740095882,1.648762582,0.532641664,0.466671342,0.212203668,0.129113747,-0.025760093,0.174837576,-1.477053144,-0.5770248,-0.84908583,0.180460018,0.716682341,-1.152439692,0.579364651,-0.230898878,1.651137296,-0.010437745,-0.015228727,0.163522666,-0.069252601,-0.774329647,-0.459163199,-0.155803714,0.039937731,0.126527679,1,0
29060,-2.15265609,0.227335984,2.937981377,1.976976788,-0.172674789,-0.138362566,-0.674547569,0.714031144,-0.199204049,-0.580919825,-1.301598107,0.74108798,0.45979545,-0.778173907,-2.142179205,0.498408292,-0.129277964,-0.444165044,-1.442931871,-0.320099004,0.012717875,0.033106575,-0.568548769,0.766753789,0.333052696,-0.131161636,-0.020118998,-0.232797801,1.52,0
29061,1.047252785,0.075170522,1.604518216,2.942025122,-0.812655575,0.66750245,-0.692728727,0.333507099,0.464481946,0.34567648,-0.880887666,0.411292548,-0.406114204,-0.635393392,-1.236100434,-0.347901757,0.412269198,-0.840050379,-1.045803583,-0.243754139,0.06740855,0.579947499,-0.056232815,0.450473432,0.494193339,0.223134159,0.0643211,0.026416113,0,0
29062,-1.237879655,-0.076571004,2.651566215,3.50840249,-3.36322479,2.96567288,0.935118653,-0.429874659,0.123140047,0.086447128,0.101544129,0.208725855,-1.07529565,-0.866283995,-1.71228687,-0.227558655,0.58305383,0.922497084,1.407879311,-0.035770105,0.940979343,0.783328848,0.112269784,0.590705101,-0.229949085,0.453280605,0.501398489,0.009913896,556.33,0
29062,-0.863541476,0.158171434,1.952884044,-2.000123443,0.261195476,0.84026837,0.164306299,0.393051986,-1.648275407,-0.401222764,0.643996553,0.444584682,0.832126034,-0.112816138,1.161031042,-2.373065077,0.915620268,-1.207944009,-3.181453235,-0.577117531,-0.250078351,-0.181471732,-0.03062913,-0.614081021,-0.142808558,0.931564116,0.028334478,0.039424221,10,0
29063,-3.253227217,2.43518585,0.475507186,-0.270086204,-0.075848377,-0.58619753,0.187665372,-2.605764662,0.978724722,1.660897965,-0.519025565,-0.056386079,-0.43750995,-0.20094076,0.448306183,0.073224756,-0.573686706,-0.112565802,-0.979409221,-0.36058945,2.127554486,-0.530019271,0.227936019,0.327607207,0.555170829,-0.512257721,-0.02980963,-0.065264994,14.64,0
29063,1.194932118,-0.090938092,-0.899506778,0.089434772,1.961906994,3.541729841,-0.602399237,0.876797147,-0.007367205,0.072199428,-0.1549557,0.060071649,0.069758669,0.363082974,1.286038453,0.695158925,-1.051491856,0.352496507,-0.109279962,0.067274921,-0.108563574,-0.531959779,-0.035499192,0.976363799,0.559088783,-0.467457328,0.029446689,0.031441776,42,0
